Player,Date,Opponent,Event,Result,SCBL,SCBA,SCHL,SCHA,SCLL,SCLA,RV,SR,TDL,TDA,TDS,TK ACC
AJCunningham,"Apr 13, 2019",Kevin Henry,PF,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Aug 18, 2018",Jesse Hancock,PF,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Aug 5, 2022",Shea Conley,LFA 138,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Dec 5, 2020",Charles Bridges,PF,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Dec 9, 2023",Justice Lamparez,RDC 9,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Jun 20, 2020",Aaron Ulroan,MMAX FC 8,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Jun 22, 2019",Johnnie Roades,PF,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Mar 15, 2025",SuYoung You,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AJCunningham,"Mar 19, 2021",Javier Garcia,LFA 102,L,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Mar 2, 2024",Ludovit Klein,UFC Fight Night,L,1,1,1,2,0,0,0,0.000,0,0,0,0%
AJCunningham,"May 7, 2023",Jason Mullen,Fury Fighting Championship 79,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Nov 16, 2019",Chris Hatley Jr.,PF,L,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Nov 17, 2018",Jose Herrera,PF,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Sep 12, 2023",Steven Nguyen,Dana White's Contender Series,L,0,2,1,3,0,0,0,0.000,0,3,0,0%
AJCunningham,"Sep 24, 2020",Jewel Scott,iFF 1,W,-,-,-,-,-,-,-,-,-,-,-,-
AJCunningham,"Sep 25, 2021",Jonathan Jackson,Attitude MMA Fights 22,W,-,-,-,-,-,-,-,-,-,-,-,-
AJDobson,"Apr 1, 2017",Seth Bass,DCS 33,D,-,-,-,-,-,-,-,-,-,-,-,-
AJDobson,"Apr 15, 2017",Willie Whitehead,KOTC,W,-,-,-,-,-,-,-,-,-,-,-,-
AJDobson,"Aug 12, 2023",Tafon Nchukwi,UFC Fight Night,W,0,0,2,5,0,0,0,0.000,2,3,0,67%
AJDobson,"Aug 18, 2018",Wesley Golden,Honor FC 6,W,-,-,-,-,-,-,-,-,-,-,-,-
AJDobson,"Dec 9, 2017",Montrell James,Alpha One Sports,W,-,-,-,-,-,-,-,-,-,-,-,-
AJDobson,"Feb 12, 2022",Jacob Malkoun,UFC 271,L,3,3,2,6,0,0,0,0.000,0,0,0,0%
AJDobson,"Jun 25, 2016",Jarrel Miller,RFO 19,W,-,-,-,-,-,-,-,-,-,-,-,-
AJDobson,"Mar 23, 2024",Edmen Shahbazyan,UFC Fight Night,L,1,1,2,2,0,0,1,0.000,0,0,0,0%
AJDobson,"Nov 7, 2020",Kailan Hill,SHP 57,W,-,-,-,-,-,-,-,-,-,-,-,-
AJDobson,"Oct 22, 2022",Armen Petrosyan,UFC 280,L,2,2,5,9,1,1,0,0.000,3,3,0,100%
AJDobson,"Sep 21, 2021",Hashem Arkhagha,Dana White's Contender Series,W,1,1,8,12,0,0,0,0.000,1,2,0,50%
AJFletcher,"Apr 23, 2021",Ariel Juarez,AKA,W,-,-,-,-,-,-,-,-,-,-,-,-
AJFletcher,"Aug 20, 2022",Ange Loosa,UFC 278,L,0,0,6,9,0,0,0,0.000,0,4,0,0%
AJFletcher,"Aug 22, 2020",Christopher Anthony,AF 55,W,-,-,-,-,-,-,-,-,-,-,-,-
AJFletcher,"Aug 24, 2019",Tyler Smith,Bayou FC 40,W,-,-,-,-,-,-,-,-,-,-,-,-
AJFletcher,"Aug 3, 2019",David Armas,Fury FC 34,W,-,-,-,-,-,-,-,-,-,-,-,-
AJFletcher,"Aug 31, 2021",Leonardo Damiani,Dana White's Contender Series,W,0,1,0,0,0,0,0,0.000,1,2,0,50%
AJFletcher,"Feb 18, 2023",Themba Gorimbo,UFC Fight Night,W,0,0,1,1,0,0,1,0.000,0,0,0,0%
AJFletcher,"Mar 12, 2022",Matthew Semelsberger,UFC Fight Night,L,0,0,0,1,0,0,2,0.000,4,6,0,67%
AJFletcher,"Mar 5, 2021",Wesley Golden,iFF 5,W,-,-,-,-,-,-,-,-,-,-,-,-
AJFletcher,"May 11, 2019",Dan Street,FFC 4,W,-,-,-,-,-,-,-,-,-,-,-,-
AJFletcher,"Nov 7, 2020",James Freeman,AF 57,W,-,-,-,-,-,-,-,-,-,-,-,-
AJFletcher,"Oct 19, 2019",Dahlen Wilson,AF 38,W,-,-,-,-,-,-,-,-,-,-,-,-
AJFletcher,"Sep 23, 2023",Bryan Battle,UFC Fight Night,L,3,5,2,4,0,0,0,0.000,0,2,0,0%
AaronBrink,"Aug 11, 2001",Bozigit Ataev,Rings,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronBrink,"Aug 31, 2002",Jeremy Horn,WEC 4,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronBrink,"Feb 21, 2010",Travis Browne,GC,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronBrink,"Jan 13, 2001",Rich Franklin,IFC - Warriors Challenge 11,D,-,-,-,-,-,-,-,-,-,-,-,-
AaronBrink,"Jul 5, 2002",Valentijn Overeem,WFA 2,W,-,-,-,-,-,-,-,-,-,-,-,-
AaronBrink,"Jun 14, 2014",Ashley Gooch,DFD,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronBrink,"Mar 16, 2003",Alistair Overeem,2H2H 6,L,-,-,-,-,-,-,-,-,-,-,-,-
AaronBrink,"May 11, 2012",Joe Riggs,RITC,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronBrink,"Nov 17, 2000",Andrei Arlovski,UFC 28,L,0,0,0,2,0,0,0,0.000,0,1,0,0%
AaronRiley,"Apr 21, 2001",Earl Thompson,UFCF,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Apr 26, 2008",Thiago Meller,UWC 3,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Apr 30, 1999",James Julian,SFC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Aug 14, 1998",Brian Boclair,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Aug 19, 2000",Steve Berger,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Aug 22, 2006",Darrell Smith,Bodog Fight,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Aug 28, 2004",Maicon Alarcao,AFC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Aug 30, 2003",Cedric Marks,CE,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Aug 7, 1999",CJ Fernandes,SFC,D,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Aug 8, 2009",Shane Nelson,UFC 101,W,12,13,8,18,4,4,0,0.000,2,5,0,40%
AaronRiley,"Dec 13, 2002",Alexandre Barros,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Dec 2, 2006",Eddie Alvarez,Bodog Fight,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jan 15, 2000",Colin O'Rourke,WEF 8,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jan 16, 2006",Spencer Fisher,UFC Fight Night 3,L,4,5,0,1,3,3,0,0.000,2,4,0,50%
AaronRiley,"Jul 11, 1999",Rob Tallack,Kakidamisi 1,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jul 14, 2000",Aaron Stregles,TC 2,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jul 14, 2001",Yves Edwards,HOOKnSHOOT,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jul 18, 1997",Chris Malgieri,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jul 18, 1997",Mario Roberto,HOOKnSHOOT,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jul 24, 1999",Billy Johnson,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jul 27, 2013",Justin Salas,UFC on Fox,L,1,1,2,2,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jun 12, 1998",Chris Mounce,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jun 25, 1999",Tony Apponte,ES,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Jun 28, 2003",Nick Gilardi,PPKA,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Mar 17, 2000",Jeremy Bennett,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Mar 20, 1999",Shane Garrett,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Mar 27, 2004",Nuri Shakir,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Mar 4, 2005",Andrew Chappelle,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Mar 7, 2009",Shane Nelson,UFC 96,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Mar 8, 2003",Chris Lytle,HOOKnSHOOT,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"May 10, 2002",Robbie Lawler,UFC 37,L,14,15,9,30,1,2,0,0.000,0,3,0,0%
AaronRiley,"May 22, 2005",Michihiro Omigawa,PRIDE,W,-,-,-,-,-,-,-,-,-,-,-,-
AaronRiley,"May 29, 2010",Joe Brammer,UFC 114,W,8,10,6,7,2,2,0,0.000,3,8,0,38%
AaronRiley,"Nov 14, 2003",Sammy Morgan,Shooto USA-Warrior Spirit,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Nov 14, 2009",Ross Pearson,UFC 105,L,5,9,2,9,0,0,0,0.000,0,2,0,0%
AaronRiley,"Nov 15, 2008",Jorge Gurgel,UFC 91,W,11,13,10,16,0,0,0,0.000,1,1,0,100%
AaronRiley,"Nov 17, 2001",Mike Willus,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Nov 7, 1998",Phil Stroffolino,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Oct 15, 1999",Falaniko Vitale,RITC 2,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Oct 2, 1999",Yves Edwards,HOOKnSHOOT,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Sep 1, 1999",Joe Merit,LI,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Sep 13, 2008",Steve Claveau,XMMA 5,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Sep 20, 1997",Billy Johnson,HOOKnSHOOT,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Sep 20, 2007",Ryan Schultz,IFL,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronRiley,"Sep 24, 2011",Tony Ferguson,UFC 135,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Apr 27, 2012",Martin Wilby,UCC 11,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Aug 8, 2009",Neil Harwood,OMMAC 1,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Dec 16, 2011",Danny Welsh,UCC 10,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Dec 4, 2010",Cody McKenzie,The Ultimate Fighter 12 Finale,L,0,0,0,0,0,0,1,0.000,1,1,0,100%
AaronWilkinson,"Dec 7, 2008",Daniel Thomas,HOP 10,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Dec 8, 2012",Alan Johnston,CWFC 50,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Jul 21, 2012",Leigh Cohoon,CWFC 48,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Jun 6, 2009",Luke Smith,CG 12,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Mar 19, 2010",Jacek Toczydlowski,UCC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Mar 24, 2012",Shane Omer,BAMMA 9,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Mar 5, 2011",Arunas Klimavicius,OMMAC 9,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Mar 7, 2009",Mark Glover,CG 11,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Nov 28, 2009",Tim Newman,OMMAC 3,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Nov 29, 2008",Murad Utsaev,CG 10,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Oct 3, 2009",Chris Stringer,OMMAC 2,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Oct 4, 2008",Neil Fraser,CG 9,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Oct 5, 2013",Bola Omoyele,CWFC 60,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AaronWilkinson,"Sep 19, 2014",Chris Honeycutt,Bellator MMA,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KareemAl-Selwady,"Apr 19, 2019",Luan Santiago,Brave CF 23,L,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Aug 15, 2023",George Hardwick,Dana White's Contender Series,W,1,1,0,3,0,0,0,0.000,1,6,0,17%
Abdul-KareemAl-Selwady,"Dec 15, 2014",Aziz Julaidan,Desert Force 14,L,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Feb 17, 2023",Mike Murphy,Fury Fighting Championship 75,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Feb 27, 2022",Nick Compton,Fury Fighting Championship 58,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Jun 15, 2013",Yousef Al-Hamad,Desert Force 8,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Mar 2, 2018",Charlie Leary,Brave CF 10,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Mar 2, 2024",Loik Radzhabov,UFC Fight Night,L,1,1,3,6,0,0,0,0.000,3,7,0,43%
Abdul-KareemAl-Selwady,"Mar 26, 2021",Jake Sebastian,LFA 103,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Mar 31, 2017",Michael Deiga Scheck,Brave CF 4,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Mar 7, 2013",Ahmed Ansari,Desert Force 7,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Mar 7, 2014",Hussein Salem,Desert Force 11,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"May 25, 2015",Lois Cadet,Desert Force 17,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Nov 15, 2019",Dumar Roa,Brave CF 29,L,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Nov 16, 2018",Lucas Martins,Brave CF 18,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Nov 17, 2017",Erick da Silva,Brave CF 9,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Sep 23, 2016",Rami Aziz,Brave CF 1,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Sep 23, 2022",Chris Pecero,Fury Fighting Championship 69,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KareemAl-Selwady,"Sep 7, 2012",Nour el Din Essam,DFC 5,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KerimEdilov,"Apr 10, 2010",Igor Savelyev,M-1 Selection 2010,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KerimEdilov,"Apr 20, 2013",Charles Andrade,Fight Nights,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Apr 6, 2012",Viktor Nemkov,League S-70,L,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KerimEdilov,"Aug 24, 2013",Radjabov Sohib,CWFC 58,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Dec 16, 2012",Nicholas Babchuk,Fight Nights,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KerimEdilov,"Dec 17, 2010",Alexander Grebenkin,ProFC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Dec 20, 2014",Gilliard Alfredo Fagundes,Fight Nights,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Jun 10, 2010",Abdurahman Nurmagomedov,GFP,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Jun 13, 2015",Leonardo Gosling,WFCA 3,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KerimEdilov,"Jun 20, 2013",Jiří Procházka,Fight Nights,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Jun 22, 2014",Fernando Almeida,Absolute Championship Berkut,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KerimEdilov,"Jun 28, 2012",Gadzhimurad Antigulov,DFC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Mar 10, 2010",Stanislav Molodcov,PAC,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Mar 12, 2011",Pavel Tretyakov,Fight Nights,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Mar 14, 2015",Tiago Monaco Tosato,WFCA 1,W,-,-,-,-,-,-,-,-,-,-,-,-
Abdul-KerimEdilov,"Mar 28, 2014",Lahat Faye,Fight Nights,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Nov 13, 2010",Murad Kamilov,ProFC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Nov 13, 2010",Dmitry Surnev,ProFC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Oct 4, 2013",Michal Gutowski,Fight Nights,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Oct 4, 2014",Cristhian Torres,ACB 10,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
Abdul-KerimEdilov,"Sep 2, 2017",Bojan Mihajlovic,UFC Fight Night,W,4,5,2,7,0,0,0,0.000,2,2,0,100%
AbdulRazak Alhassan,"Apr 17, 2021",Jacob Malkoun,UFC Fight Night,L,2,2,3,4,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Aug 13, 2016",Ken Jackson,Rage in the Cage 47,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Aug 28, 2021",Alessio Di Chirico,UFC Fight Night,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Dec 2, 2017",Sabah Homasi,UFC 218,W,0,0,8,12,1,1,0,0.000,1,3,0,33%
AbdulRazak Alhassan,"Feb 19, 2022",Joaquin Buckley,UFC Fight Night,L,1,2,4,5,0,0,0,0.000,3,4,0,75%
AbdulRazak Alhassan,"Feb 28, 2015",Matt McKeon,RXMMA,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Jan 11, 2025",Cesar Almeida,UFC Fight Night,L,1,1,3,4,0,0,0,0.000,0,2,0,0%
AbdulRazak Alhassan,"Jan 14, 2023",Claudio Ribeiro,UFC Fight Night,W,3,3,5,5,0,0,0,0.000,0,2,0,0%
AbdulRazak Alhassan,"Jan 20, 2018",Sabah Homasi,UFC 220,W,0,0,2,5,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Jul 13, 2024",Cody Brundage,UFC Fight Night,D,0,0,4,4,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Jul 15, 2020",Mounir Lazzez,UFC Fight Night,L,1,1,5,13,0,0,0,0.000,1,4,0,25%
AbdulRazak Alhassan,"Mar 7, 2014",Matt Jones,Bellator MMA,W,-,-,-,-,-,-,-,-,-,-,-,-
AbdulRazak Alhassan,"May 28, 2017",Omari Akhmedov,UFC Fight Night,L,1,2,5,6,0,0,1,0.000,0,0,0,0%
AbdulRazak Alhassan,"Nov 14, 2020",Khaos Williams,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Nov 19, 2016",Charlie Ward,UFC Fight Night,W,0,0,2,2,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Nov 23, 2013",Kolby Adams,XKO,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Oct 14, 2016",Jos Eichelberger,LFC 61,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Oct 7, 2023",Joe Pyfer,UFC Fight Night,L,0,0,0,1,0,0,0,0.000,0,0,0,0%
AbdulRazak Alhassan,"Sep 25, 2015",Bryce Shepard-Mejia,Bellator 143,W,-,-,-,-,-,-,-,-,-,-,-,-
AbdulRazak Alhassan,"Sep 8, 2018",Niko Price,UFC 228,W,1,1,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Apr 13, 2012",Edson Berto,CFA 6,W,-,-,-,-,-,-,-,-,-,-,-,-
AbelTrujillo,"Apr 15, 2011",Alonzo Martinez,EC,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Aug 13, 2011",Lucas Gwaltney,Fight Me MMA,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Aug 14, 2010",Dave Cochran,Fight Me MMA 1,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Aug 28, 2009",Ted Worthington,MFDM,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Aug 28, 2013",Roger Bowling,UFC Fight Night,D,2,2,3,6,2,2,0,0.000,1,1,0,100%
AbelTrujillo,"Dec 14, 2013",Roger Bowling,UFC on Fox,W,5,6,4,4,2,2,0,0.000,5,6,0,83%
AbelTrujillo,"Dec 16, 2017",John Makdessi,UFC Fight Night,L,0,0,1,3,0,0,0,0.000,1,6,0,17%
AbelTrujillo,"Dec 4, 2010",Andre Garcia,Xtreme Fight Promotions,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Dec 6, 2014",Tony Ferguson,UFC 181,L,0,0,1,9,0,0,0,0.000,2,5,0,40%
AbelTrujillo,"Dec 8, 2012",Marcus LeVesseur,UFC on Fox,W,12,13,12,16,4,4,0,0.000,1,1,0,100%
AbelTrujillo,"Feb 1, 2014",Jamie Varner,UFC 169,W,0,1,6,16,0,0,0,0.000,0,3,0,0%
AbelTrujillo,"Feb 11, 2011",Marcos Marquez,Extreme Challenge,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Feb 4, 2017",James Vick,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Jan 2, 2016",Tony Sims,UFC 195,W,0,0,1,1,0,0,0,0.000,0,2,0,0%
AbelTrujillo,"Jan 21, 2012",Ken Jackson,C3 Fights,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Jul 17, 2010",Clayton Robinson,C3 Fights,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Jun 14, 2008",Wes Clark,TCF,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Jun 30, 2012",Frank Carrillo,CFA 7,W,-,-,-,-,-,-,-,-,-,-,-,-
AbelTrujillo,"Mar 12, 2011",Scott Cleve,EB,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"Mar 6, 2010",Dustin Praxedes,Xtreme Promotions,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbelTrujillo,"May 25, 2013",Khabib Nurmagomedov,UFC 160,L,2,2,2,2,0,0,0,0.000,1,1,0,100%
AbelTrujillo,"May 29, 2016",Jordan Rinaldi,UFC Fight Night,W,2,3,2,4,0,0,0,0.000,3,3,0,100%
AbelTrujillo,"Nov 7, 2015",Gleison Tibau,UFC Fight Night,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbuAzaitar,"Apr 18, 2015",Rafal Lewon,German MMA Championship 6,W,-,-,-,-,-,-,-,-,-,-,-,-
AbuAzaitar,"Apr 2, 2016",Danny Davis Jr.,WSOF 30,W,-,-,-,-,-,-,-,-,-,-,-,-
AbuAzaitar,"Apr 21, 2012",Martin Zawada,RFC,W,-,-,-,-,-,-,-,-,-,-,-,-
AbuAzaitar,"Dec 20, 2015",Ibrahim Tebilov,ACB 27,W,-,-,-,-,-,-,-,-,-,-,-,-
AbuAzaitar,"Dec 7, 2013",Krzysztof Kulak,KSW 25,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbuAzaitar,"Feb 2, 2013",Roman Kapranov,KK 8,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbuAzaitar,"Feb 4, 2012",Nils Wernersbach,SFC 8,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbuAzaitar,"Jul 22, 2018",Vitor Miranda,UFC Fight Night,W,0,0,5,8,0,0,1,0.000,1,1,0,100%
AbuAzaitar,"Jul 23, 2011",Sadnin Katica,TFS,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbuAzaitar,"Jul 6, 2013",Marcin Naruszczka,GMC 4,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbuAzaitar,"Jun 27, 2009",Volker Dietz,K1M,L,-,-,-,-,-,-,-,-,-,-,-,-
AbuAzaitar,"Mar 27, 2021",Marc-Andre Barriault,UFC 260,L,20,23,6,10,0,0,0,0.000,0,3,0,0%
AbuAzaitar,"Mar 28, 2014",Jack Marshman,Cage Warriors Fight Night 10,W,-,-,-,-,-,-,-,-,-,-,-,-
AbuAzaitar,"May 17, 2014",Piotr Strus,KSW 27,D,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbuAzaitar,"Nov 26, 2011",Andrei Embolaev,SFC 7,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
AbuAzaitar,"Oct 21, 2023",Sedriques Dumas,UFC 294,L,1,1,2,5,0,0,0,0.000,2,4,0,50%
AbuAzaitar,"Oct 7, 2016",Michael Arrant,WSOF 33,W,-,-,-,-,-,-,-,-,-,-,-,-
AbuAzaitar,"Sep 17, 2011",Dimitri Dzhumburidze,SFC 6,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
