Player,Date,Opponent,Event,Result,SCBL,SCBA,SCHL,SCHA,SCLL,SCLA,RV,SR,TDL,TDA,TDS,TK ACC
DanielBarez,"Nov 25, 2022",Francisco Benitez,UWC Mexico 40,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielBarez,"Nov 29, 2014",Manel Kape,AFL 2,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielBarez,"Oct 10, 2014",Andrew Braulio Lazaro Chiguano,Mix Fight Events,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielBarez,"Oct 5, 2021",Carlos Hernandez,Dana White's Contender Series,L,3,3,1,3,1,1,0,0.000,5,16,0,31%
DanielBarez,"Sep 28, 2024",Victor Altamirano,UFC Fight Night,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielCormier,"Apr 20, 2013",Frank Mir,UFC on Fox,W,21,26,21,31,7,7,0,0.000,0,1,0,0%
DanielCormier,"Apr 8, 2017",Anthony Johnson,UFC 210,W,4,4,15,16,2,2,0,0.000,1,2,0,50%
DanielCormier,"Aug 13, 2010",Tony Johnson Jr.,KOTC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielCormier,"Aug 15, 2020",Stipe Miocic,UFC 252,L,0,0,10,12,0,0,0,0.000,1,2,0,50%
DanielCormier,"Aug 17, 2019",Stipe Miocic,UFC 241,L,2,2,19,25,0,0,0,0.333,1,3,1,33%
DanielCormier,"Aug 21, 2010",Jason Riley,Strikeforce,W,0,0,0,0,0,0,0,0.000,1,2,0,50%
DanielCormier,"Feb 22, 2014",Patrick Cummins,UFC 170,W,2,2,3,4,0,0,0,0.000,0,0,0,0%
DanielCormier,"Jan 12, 2013",Dion Staring,Strikeforce,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielCormier,"Jan 20, 2018",Volkan Oezdemir,UFC 220,W,1,1,2,7,0,0,0,0.000,2,3,0,67%
DanielCormier,"Jan 3, 2015",Jon Jones,UFC 182,L,5,6,17,35,0,1,0,0.125,1,8,1,12%
DanielCormier,"Jan 7, 2011",Devin Cole,Strikeforce,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielCormier,"Jul 29, 2017",Jon Jones,UFC 214,D,4,4,7,12,1,1,0,0.000,0,3,0,0%
DanielCormier,"Jul 31, 2010",Lucas Browne,XMMA 2,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielCormier,"Jul 7, 2018",Stipe Miocic,UFC 226,W,0,0,2,2,0,0,0,0.000,0,0,0,0%
DanielCormier,"Jul 9, 2016",Anderson Silva,UFC 200,W,0,0,0,0,0,0,0,0.333,3,3,1,100%
DanielCormier,"Jun 18, 2011",Jeff Monson,Strikeforce,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielCormier,"Mar 26, 2010",John Devine,Strikeforce,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielCormier,"May 19, 2012",Josh Barnett,Strikeforce,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielCormier,"May 23, 2015",Anthony Johnson,UFC 187,W,0,0,3,4,0,0,0,0.250,3,8,2,38%
DanielCormier,"May 24, 2014",Dan Henderson,UFC 173,W,0,0,0,0,0,0,0,0.667,3,3,2,100%
DanielCormier,"Nov 3, 2018",Derrick Lewis,UFC 230,W,0,0,1,1,0,0,0,0.000,4,4,0,100%
DanielCormier,"Nov 5, 2010",Soa Palelei,XMMA,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielCormier,"Oct 19, 2013",Roy Nelson,UFC 166,W,7,7,4,7,1,1,0,0.000,3,5,0,60%
DanielCormier,"Oct 3, 2015",Alexander Gustafsson,UFC 192,W,1,2,47,62,0,0,0,0.200,1,5,1,20%
DanielCormier,"Sep 10, 2011",Antonio Silva,Strikeforce,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielCormier,"Sep 25, 2009",Gary Frazier,Strikeforce,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Apr 1, 2017",Liviu Butuc,Fight Net,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Apr 15, 2023",Lindsey Jones,K2S Combat 1,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Apr 22, 2017",Angelo Marchesani Di Spalatro,Fight Net,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Apr 5, 2025",Rhys McKee,UFC Fight Night,L,1,2,5,8,0,0,0,0.000,0,0,0,0%
DanielFrunza,"Apr 6, 2019",Enzo Orellana,MMA Fighter 3,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Aug 4, 2023",Jalin Fuller,LFA 164,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Mar 19, 2016",Simone Tessari,Kombat League,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"May 5, 2018",Joans Lorca,Weichafe Cage Tournament 2,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Oct 27, 2023",Haris Talundžić,LFA 170,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Sep 10, 2022",Pedro Henrique Dias,Superba Fight Night,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Sep 17, 2021",Gary Balletto Jr.,CES 64,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielFrunza,"Sep 24, 2024",Vadym Kutsyi,Dana White's Contender Series,W,1,2,1,2,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Dec 21, 2013",Benji Norris,Danger-Fire Promotions,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Dec 23, 2016",Derek Bohi,VFC 55,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Feb 11, 2012",Rowland Redenbaugh,UFF 11,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Jul 19, 2018",Valdrin Istrefi,PFL 4,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Jul 29, 2011",Alex Huddleston,TFC 19,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Jun 26, 2015",Augusto Sakai,Bellator 139,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielGallemore,"Jun 7, 2018",Francimar Barroso,PFL 1,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Mar 21, 2014",Frederick Brown,Bellator MMA,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"May 21, 2016",Abe Wagner,Victory FC 50,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"May 5, 2017",Daniel James,VFC 57,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Nov 2, 2017",Mike Kyle,PFL,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Oct 24, 2014",Gzim Selmani,Bellator MMA,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielGallemore,"Oct 29, 2011",Derrick Ruffin,BFC,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielKelly,"Aug 24, 2013",Bor Bratovz,AFC 6,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"Dec 7, 2012",Fabio Galeb,AFC 4,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"Feb 14, 2015",Patrick Walsh,UFC Fight Night,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"Jul 22, 2006",Ross Dallow,Dojo KO,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"Jun 10, 2017",Derek Brunson,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"Jun 22, 2013",Daniel Way,Shamrock Events - Night of Mayhem 7,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"Mar 16, 2013",Kym Robinson,MMA Down Under 3,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"Mar 19, 2016",Antonio Carlos Jr.,UFC Fight Night,W,1,1,2,4,0,0,0,0.000,0,1,0,0%
DanielKelly,"Mar 4, 2017",Rashad Evans,UFC 209,W,2,2,14,22,0,0,0,0.000,0,8,0,0%
DanielKelly,"May 10, 2013",Chris Birch,AFC 5,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"May 17, 2014",Ben Kelleher,AFC 9 - Australian Fighting Championship 9,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielKelly,"May 27, 2018",Tom Breese,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"May 9, 2015",Sam Alvey,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielKelly,"Nov 14, 2015",Steve Montgomery,UFC 193,W,3,3,6,8,1,1,0,0.077,5,13,1,38%
DanielKelly,"Nov 18, 2017",Elias Theodorou,UFC Fight Night,L,2,3,15,28,0,0,0,0.000,2,7,0,29%
DanielKelly,"Nov 26, 2016",Chris Camozzi,UFC Fight Night,W,1,1,1,1,0,0,0,0.000,4,4,0,100%
DanielKelly,"Nov 7, 2014",Luke Zachrich,UFC Fight Night,W,0,0,5,7,0,0,0,0.000,1,2,0,50%
DanielLacerda,"Apr 30, 2022",Francisco Figueiredo,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,1,1,0,100%
DanielLacerda,"Aug 20, 2022",Victor Altamirano,UFC 278,L,0,0,2,6,0,0,0,0.000,0,0,0,0%
DanielLacerda,"Aug 26, 2017",Humberto Vieira Rangel Jr.,FK MMA,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Aug 8, 2019",Augusto Cesar Saraiva da Costa,Rei da Selva Combat 14,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Feb 24, 2024",Édgar Cháirez,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,1,1,0,100%
DanielLacerda,"Jul 24, 2021",Rodrigo dos Santos Sarafian Lobato,Shooto Brazil,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Mar 15, 2019",Edilceu Silva Alves,Shooto Brazil,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Mar 18, 2017",Vitor Mariano Eustaquio,VFN,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Mar 24, 2018",Matheus da Silva Severino,Demolidor Fight MMA 12,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Mar 25, 2023",CJ Vergara,UFC Fight Night,L,0,0,4,7,0,0,0,0.000,1,2,0,50%
DanielLacerda,"May 11, 2018",Yarlei Martins Andrade Jr,Shooto Brazil,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"May 27, 2017",Welerson Matheus Santos,PCMMA,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Nov 18, 2017",Cristiano Nogueira Vargas,ATS Kombat - Fight Night,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Oct 13, 2019",Francisco Javier Asprilla,Mr. Cage Championship - Mr. Cage 39,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Oct 14, 2017",Emerson Galdino,Guanambi Combat 2,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Oct 23, 2021",Jeff Molina,UFC Fight Night,L,0,0,0,1,0,0,0,0.000,0,2,0,0%
DanielLacerda,"Oct 7, 2017",Felipe Oliveira Dornella,Juiz De Fora Fight,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielLacerda,"Sep 16, 2023",Édgar Cháirez,Noche UFC,D,0,0,0,0,0,0,0,0.000,1,2,0,50%
DanielMarcos,"Apr 28, 2017",Luis Zuniga,300 Sparta 18,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"Dec 14, 2024",Adrian Yanez,UFC Fight Night,W,1,1,2,2,0,0,0,0.000,2,4,0,50%
DanielMarcos,"Dec 16, 2015",Jorge Enciso,Inka FC,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"Dec 3, 2019",Gaston Gomez Manzur,300 Sparta 36,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"Feb 10, 2024",Aoriqileng,UFC Fight Night,D,3,3,2,3,0,0,0,0.000,0,0,0,0%
DanielMarcos,"Feb 18, 2016",Luigi Dapello,300 Sparta 9,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"Jan 21, 2023",Saimon Oliveira,UFC 283,W,7,7,9,12,0,0,0,0.000,0,1,0,0%
DanielMarcos,"Jul 22, 2023",Davey Grant,UFC Fight Night,W,1,1,0,0,0,0,0,0.000,1,1,0,100%
DanielMarcos,"Jun 15, 2018",Gabriel Pimenta,300 Sparta 26,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"Jun 8, 2024",John Castaneda,UFC Fight Night,W,4,4,12,15,1,1,0,0.000,0,0,0,0%
DanielMarcos,"Mar 10, 2017",Wanderson Targino,300 Sparta 17,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"Mar 16, 2019",Roy Quispe,300 Sparta 30,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"May 12, 2016",Miguel Martinez,Tatya FC 7,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"May 3, 2025",Montel Jackson,UFC Fight Night,L,3,3,0,1,0,0,0,0.000,3,7,0,43%
DanielMarcos,"Oct 27, 2017",Cristian Jose Herrera Sarango,300 Sparta 22,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"Sep 1, 2017",Marlon Cardoso dos Santos,300 Sparta 20,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"Sep 11, 2015",Marco Cubas,300 Sparta,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielMarcos,"Sep 13, 2022",Brandon Lewis,Dana White's Contender Series,W,0,0,7,8,0,0,1,0.000,0,0,0,0%
DanielMarcos,"Sep 30, 2016",Andres Cordero Cordova,300 Sparta 13,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Apr 13, 2007",Jeremy Mahon,IFC,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Apr 13, 2013",Justin Lawrence,The Ultimate Fighter 17 Finale,W,1,1,0,0,0,0,0,0.000,2,3,0,67%
DanielPineda,"Apr 3, 2015",Jonny Carson,LFC 41,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Apr 4, 2008",Warren Stewart,URC 1,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Apr 9, 2011",Ray Blodgett,LFC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Aug 15, 2020",Herbert Burns,UFC 252,W,0,0,1,1,0,0,1,0.000,1,2,0,50%
DanielPineda,"Aug 17, 2013",Diego Brandao,UFC Fight Night,L,1,1,3,3,0,0,1,0.000,0,8,0,0%
DanielPineda,"Aug 23, 2008",Scott Bear,LFC 2,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Aug 25, 2017",Georgi Karakhanyan,Bellator 182,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Dec 12, 2020",Cub Swanson,UFC 256,L,1,1,1,1,0,0,0,0.000,1,2,0,50%
DanielPineda,"Dec 15, 2018",Elias Rodriguez,Fury FC 28,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Dec 16, 2011",Gilbert Jimenez,LFC 9,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Dec 6, 2008",Ira Evanson,Katana Cagefighting,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Feb 10, 2006",Kierre Gooch,REF,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Feb 19, 2016",Emmanuel Sanchez,Bellator 149,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Feb 21, 2009",Johnny Bedford,SWC 3,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Feb 27, 2010",James King,KOK 8,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Feb 27, 2015",Thomas Webb,LFC 39,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Jan 20, 2012",Pat Schilling,UFC on FX,W,0,0,0,0,0,0,0,0.000,1,1,0,100%
DanielPineda,"Jan 29, 2011",Levi Forrest,LFC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Jul 18, 2008",Vince Libardi,SCP,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Jul 20, 2018",Dimitre Ivy,Fury FC 25,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Jul 21, 2012",Antonio Carvalho,UFC 149,L,1,1,1,1,0,0,0,0.000,0,0,0,0%
DanielPineda,"Jul 27, 2024",Nathaniel Wood,UFC 304,L,2,2,0,0,0,0,2,0.000,1,6,0,17%
DanielPineda,"Jun 20, 2009",Johnny Bedford,SWC 7,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Jun 25, 2011",Frank Gomez,LFC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Jun 26, 2021",Andre Fili,UFC Fight Night,D,0,0,0,0,0,0,0,0.000,0,7,0,0%
DanielPineda,"Jun 3, 2023",Alex Caceres,UFC Fight Night,L,1,1,1,2,0,0,1,0.000,3,11,0,27%
DanielPineda,"Jun 6, 2009",Kyle Miers,IXFA,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Mar 15, 2014",Robert Whiteford,UFC 171,L,1,2,0,1,0,0,0,0.200,1,5,1,20%
DanielPineda,"Mar 2, 2012",Mackens Semerzier,UFC on FX,W,2,2,1,2,0,0,0,0.000,0,0,0,0%
DanielPineda,"Mar 20, 2010",Rey Trujillo,LP,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Mar 25, 2023",Tucker Lutz,UFC Fight Night,W,1,2,1,2,0,0,0,0.000,1,2,0,50%
DanielPineda,"Mar 9, 2018",Josh Davila,LFA 35,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"May 11, 2007",Warren Stewart,AOW,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"May 17, 2008",John Alvarez,KC,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"May 20, 2010",Chas Skelly,BFC,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"May 24, 2019",Rey Trujillo,Fury Fighting Championship 32,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"May 26, 2012",Mike Brown,UFC 146,L,0,0,2,4,0,0,2,0.000,1,3,0,33%
DanielPineda,"May 8, 2009",Roberto Vargas,BFC,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Nov 10, 2007",Jae Suk Lim,EliteXC,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Nov 14, 2014",Leonard Garcia,LFC 37,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Nov 28, 2009",Douglas Frey,SWC 9,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielPineda,"Oct 17, 2019",Jeremy Kennedy,PFL Playoffs,D,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Oct 17, 2019",Movlid Khaybulaev,PFL Playoffs,D,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Oct 19, 2024",Darren Elkins,UFC Fight Night,L,0,0,1,1,0,0,1,0.000,0,0,0,0%
DanielPineda,"Sep 16, 2016",Mark Dickman,Bellator 161,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielPineda,"Sep 18, 2009",Chas Skelly,SWC 8,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielRoberts,"Apr 26, 2015",Akihiro Murayama,Pancrase,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Apr 30, 2011",Claude Patrick,UFC 129,L,1,2,0,2,0,0,1,0.000,1,4,0,25%
DanielRoberts,"Aug 28, 2009",Mike Jackson,BB,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Jan 1, 2011",Greg Soto,UFC 125,W,0,0,0,0,0,0,0,0.000,1,2,0,50%
DanielRoberts,"Jan 16, 2010",Anthony Macias,5150 Combat League,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Jan 20, 2012",Charlie Brenneman,UFC on FX,L,0,0,0,0,0,0,0,0.000,0,1,0,0%
DanielRoberts,"Jan 30, 2009",Gabriel Vasquez,C3 Fights,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Jul 3, 2010",Forrest Petz,UFC 116,W,1,1,0,0,0,0,0,0.000,6,9,0,67%
DanielRoberts,"Jun 22, 2013",Justin Baesman,WAR MMA 1,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielRoberts,"Jun 26, 2011",Rich Attonito,UFC on Versus,L,4,4,1,1,0,0,0,0.000,1,7,0,14%
DanielRoberts,"Mar 15, 2008",Akira Ninjo,EFL,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Mar 15, 2008",Danny Grass,EFL,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Mar 21, 2010",John Howard,UFC on Versus,L,0,0,0,0,0,0,1,0.000,1,1,0,100%
DanielRoberts,"May 16, 2014",Brock Jardine,TFC 28,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"May 18, 2013",Brian Foster,CMMA,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"May 8, 2009",Jeff Lindsay,BB,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Nov 10, 2007",Jeremy Michael,XFL,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Oct 23, 2010",Mike Guymon,UFC 121,W,0,0,0,0,0,0,0,0.000,1,1,0,100%
DanielRoberts,"Oct 27, 2012",Nuri Shakir,Freedom Fight,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Sep 21, 2008",Levi Avera,FCF,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRoberts,"Sep 26, 2014",Derrick Krantz,LFC 35,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielRoberts,"Sep 8, 2007",Brandon Gaines,XFL,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRodriguez,"Apr 10, 2021",Mike Perry,UFC Fight Night,W,0,0,0,0,0,0,0,0.000,0,1,0,0%
DanielRodriguez,"Apr 20, 2017",Joel Champion,Combate Americas,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielRodriguez,"Aug 11, 2016",Hector Saldana,Combate Americas,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielRodriguez,"Aug 22, 2020",Dwight Grant,UFC Fight Night,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRodriguez,"Aug 28, 2021",Kevin Lee,UFC Fight Night,W,0,0,0,0,0,0,1,0.000,0,0,0,0%
DanielRodriguez,"Dec 1, 2017",Victor Reyna,Combate Americas 19,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielRodriguez,"Dec 19, 2019",Quinton McCottrell,Smash Global 9,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielRodriguez,"Feb 15, 2020",Tim Means,UFC Fight Night,W,0,0,0,2,0,0,0,0.000,0,0,0,0%
DanielRodriguez,"Feb 17, 2018",Justin Baesman,CXF 11,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielRodriguez,"Feb 22, 2019",Ivan Castillo,Combate 31,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielRodriguez,"Jan 21, 2017",Christian Gonzalez,Bellator 170,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielRodriguez,"Jul 17, 2021",Preston Parsons,UFC Fight Night,W,0,0,1,2,0,0,0,0.000,0,0,0,0%
DanielRodriguez,"Jul 19, 2025",Kevin Holland,UFC 318,W,1,1,5,6,0,0,0,0.000,0,1,0,0%
DanielRodriguez,"Jul 30, 2019",Rico Farrington,Dana White's Contender Series,W,1,1,0,0,1,1,0,0.000,4,5,0,80%
DanielRodriguez,"Jun 14, 2015",Chris Gates,KOTC,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielRodriguez,"Jun 22, 2024",Kelvin Gastelum,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRodriguez,"May 13, 2023",Ian Machado Garry,UFC Fight Night,L,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRodriguez,"May 18, 2018",Alex Velasco,Combate Americas,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielRodriguez,"May 3, 2025",Santiago Ponzinibbio,UFC Fight Night,W,0,0,1,1,0,0,0,0.000,0,0,0,0%
DanielRodriguez,"May 30, 2020",Gabe Green,UFC Fight Night,W,2,2,2,3,0,0,0,0.000,1,1,0,100%
DanielRodriguez,"Nov 21, 2020",Nicolas Dalby,UFC 255,L,1,1,1,1,0,0,0,0.000,0,2,0,0%
DanielRodriguez,"Nov 5, 2022",Neil Magny,UFC Fight Night,L,0,0,3,3,0,0,0,0.000,0,1,0,0%
DanielRodriguez,"Oct 12, 2024",Alex Morono,UFC Fight Night,W,6,6,0,0,0,0,0,0.000,1,1,0,100%
DanielRodriguez,"Sep 10, 2022",Li Jingliang,UFC 279,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
DanielRodriguez,"Sep 28, 2018",Ozzie Alvarez,Combate Americas,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Apr 2, 2016",Jose Alexandre,Thunder Fight 6,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Apr 9, 2022",Julio Arce,UFC 273,L,1,1,2,3,0,0,0,0.000,0,2,0,0%
DanielSantos,"Aug 17, 2013",Caio Forastieri,WOG,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Aug 22, 2015",Irwing Romero Machado,Fighten,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Dec 14, 2019",Zhunus Nizambek,WEF 91 / Brave CF 32,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Feb 16, 2018",Dukvaha Astamirov,ACB 80,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Jan 26, 2019",Murad Kalamov,ACA 91,L,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Jun 28, 2019",Henrique Fantini,Future FC 6,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Jun 3, 2023",Johnny Munoz,UFC Fight Night,W,4,4,1,2,1,1,1,0.000,3,4,0,75%
DanielSantos,"Mar 30, 2014",Jose Mauro Dos Santos,FA,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Mar 30, 2015",Ary Dos Santos,Minas Gerais Regional,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"May 10, 2025",JeongYeong Lee,UFC 315,W,0,0,1,2,0,0,0,0.000,6,18,0,33%
DanielSantos,"Oct 1, 2022",John Castaneda,UFC Fight Night,W,1,1,13,17,0,0,0,0.000,2,4,0,50%
DanielSantos,"Oct 6, 2015",Lucas Eurico,Copa Euro,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSantos,"Sep 11, 2016",Cleverson Silva,Fighten,W,-,-,-,-,-,-,-,-,-,-,-,-
DanielSpitz,"Jul 18, 2015",Matt Kovacs,ExciteFight,W,0,0,0,0,0,0,0,0.000,0,0,0,0%
