Player,Date,Opponent,Event,Result,TDL,TDA,TD Acc.,TD Def.,Sub. Avg.,Sub. Attempts,Sub. Success Rate,Control Time,Ground Control %,Reversals,Sweeps
Jack Becker ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jack Della Maddalena,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jack Hermansson,2025-08-04,N/A,N/A,N/A,6.0,67.0,0%,0%,0.0,0,0%,0,0%,0,0
Jack Jenkins,2025-08-04,N/A,N/A,N/A,4.0,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Jacobe Smith,2025-08-04,N/A,N/A,N/A,,10.0,0%,0%,0.0,0,0%,0,0%,0,0
Jacob Malkoun,2025-08-04,N/A,N/A,N/A,14.0,73.0,0%,0%,0.0,0,0%,0,0%,0,0
Jacqueline Cavalcanti,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Jafel Filho,2025-08-04,N/A,N/A,N/A,,19.0,0%,0%,0.0,0,0%,0,0%,0,0
Jailton Almeida,2025-08-04,N/A,N/A,N/A,2.0,50.0,0%,0%,0.0,0,0%,0,0%,0,0
Jai Herbert,2025-08-04,N/A,N/A,N/A,,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Jake Matthews,2025-08-04,N/A,N/A,N/A,17.0,59.0,0%,0%,0.0,0,0%,0,0%,0,0
Jamahal Hill,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jamall Emmers,2025-08-04,N/A,N/A,N/A,7.0,22.0,0%,0%,0.0,0,0%,0,0%,0,0
Jamie Mullarkey,2025-08-04,N/A,N/A,N/A,3.0,47.0,0%,0%,0.0,0,0%,0,0%,0,0
Jan Błachowicz,2025-08-04,N/A,N/A,N/A,12.0,39.0,0%,0%,0.0,0,0%,0,0%,0,0
Jaqueline Amorim,2025-08-04,N/A,N/A,N/A,2.0,16.0,0%,0%,0.0,0,0%,0,0%,0,0
Jared Cannonier,2025-08-04,N/A,N/A,N/A,1.0,18.0,0%,0%,0.0,0,0%,0,0%,0,0
Jared Gordon,2025-08-04,N/A,N/A,N/A,6.0,64.0,0%,0%,0.0,0,0%,0,0%,0,0
Jasmine Jasudavicius,2025-08-04,N/A,N/A,N/A,2.0,58.0,0%,0%,0.0,0,0%,0,0%,0,0
Javid Basharat,2025-08-04,N/A,N/A,N/A,,22.0,0%,0%,0.0,0,0%,0,0%,0,0
Jean Matsumoto,2025-08-04,N/A,N/A,N/A,2.0,21.0,0%,0%,0.0,0,0%,0,0%,0,0
Jean Silva,2025-08-04,N/A,N/A,N/A,1.0,4.0,0%,0%,0.0,0,0%,0,0%,0,0
Jeremiah Wells,2025-08-04,N/A,N/A,N/A,1.0,25.0,0%,0%,0.0,0,0%,0,0%,0,0
Jeremy Stephens,2025-08-04,N/A,N/A,N/A,27.0,78.0,0%,0%,0.0,0,0%,0,0%,0,0
Jéssica Andrade,2025-08-04,N/A,N/A,N/A,33.0,73.0,0%,0%,0.0,0,0%,0,0%,0,0
Jesus Aguilar,2025-08-04,N/A,N/A,N/A,,17.0,0%,0%,0.0,0,0%,0,0%,0,0
Jhonata Diniz,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jimmy Crute,2025-08-04,N/A,N/A,N/A,1.0,42.0,0%,0%,0.0,0,0%,0,0%,0,0
Jimmy Drago ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jim Miller,2025-08-04,N/A,N/A,N/A,36.0,100.0,0%,0%,0.0,0,0%,0,0%,0,0
Jin Aoi ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Jiří Procházka,2025-08-04,N/A,N/A,N/A,1.0,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Joanderson Brito,2025-08-04,N/A,N/A,N/A,2.0,19.0,0%,0%,0.0,0,0%,0,0%,0,0
Joaquim Silva,2025-08-04,N/A,N/A,N/A,,6.0,0%,0%,0.0,0,0%,0,0%,0,0
Joaquin Buckley,2025-08-04,N/A,N/A,N/A,7.0,42.0,0%,0%,0.0,0,0%,0,0%,0,0
Joel Álvarez,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Joe Lauzon,2025-08-04,N/A,N/A,N/A,33.0,75.0,0%,0%,0.0,0,0%,0,0%,0,0
Joe Pyfer,2025-08-04,N/A,N/A,N/A,,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Johnny Walker,2025-08-04,N/A,N/A,N/A,,3.0,0%,0%,0.0,0,0%,0,0%,0,0
John Castaneda,2025-08-04,N/A,N/A,N/A,,35.0,0%,0%,0.0,0,0%,0,0%,0,0
Jonathan Martinez,2025-08-04,N/A,N/A,N/A,1.0,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Jonathan Micallef,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Jonny Parsons,2025-08-04,N/A,N/A,N/A,,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Jordan Leavitt,2025-08-04,N/A,N/A,N/A,4.0,36.0,0%,0%,0.0,0,0%,0,0%,0,0
Jordan Vucenic,2025-08-04,N/A,N/A,N/A,,7.0,0%,0%,0.0,0,0%,0,0%,0,0
Joselyne Edwards,2025-08-04,N/A,N/A,N/A,1.0,29.0,0%,0%,0.0,0,0%,0,0%,0,0
Jose Daniel Medina,2025-08-04,N/A,N/A,N/A,1.0,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Jose Miguel Delgado,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Jose Ochoa,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Joshua Van,2025-08-04,N/A,N/A,N/A,,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Josh Emmett,2025-08-04,N/A,N/A,N/A,9.0,40.0,0%,0%,0.0,0,0%,0,0%,0,0
Josiane Nunes,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Josias Musasa,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Juliana Miller,2025-08-04,N/A,N/A,N/A,4.0,18.0,0%,0%,0.0,0,0%,0,0%,0,0
Julianna Peña,2025-08-04,N/A,N/A,N/A,9.0,33.0,0%,0%,0.0,0,0%,0,0%,0,0
Julian Erosa,2025-08-04,N/A,N/A,N/A,3.0,39.0,0%,0%,0.0,0,0%,0,0%,0,0
Julia Polastri,2025-08-04,N/A,N/A,N/A,3.0,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Julija Stoliarenko,2025-08-04,N/A,N/A,N/A,,18.0,0%,0%,0.0,0,0%,0,0%,0,0
Julius Walker,2025-08-04,N/A,N/A,N/A,1.0,9.0,0%,0%,0.0,0,0%,0,0%,0,0
Junior Tafa,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Justin Gaethje,2025-08-04,N/A,N/A,N/A,,7.0,0%,0%,0.0,0,0%,0,0%,0,0
Justin Tafa,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Kaan Ofli,2025-08-04,N/A,N/A,N/A,,6.0,0%,0%,0.0,0,0%,0,0%,0,0
Kai Asakura,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kai Yoshida ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kamaru Usman,2025-08-04,N/A,N/A,N/A,28.0,143.0,0%,0%,0.0,0,0%,0,0%,0,0
Karine Silva,2025-08-04,N/A,N/A,N/A,1.0,18.0,0%,0%,0.0,0,0%,0,0%,0,0
Karolina Kowalkiewicz,2025-08-04,N/A,N/A,N/A,1.0,22.0,0%,0%,0.0,0,0%,0,0%,0,0
Karol Rosa,2025-08-04,N/A,N/A,N/A,,26.0,0%,0%,0.0,0,0%,0,0%,0,0
Katlyn Cerminara,2025-08-04,N/A,N/A,N/A,,32.0,0%,0%,0.0,0,0%,0,0%,0,0
Kauê Fernandes,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kayla Harrison,2025-08-04,N/A,N/A,N/A,2.0,16.0,0%,0%,0.0,0,0%,0,0%,0,0
Keiichiro Nakamura ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kelvin Gastelum,2025-08-04,N/A,N/A,N/A,9.0,67.0,0%,0%,0.0,0,0%,0,0%,0,0
Kennedy Freeman,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kennedy Nzechukwu,2025-08-04,N/A,N/A,N/A,,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Ketlen Souza,2025-08-04,N/A,N/A,N/A,,4.0,0%,0%,0.0,0,0%,0,0%,0,0
Ketlen Vieira,2025-08-04,N/A,N/A,N/A,8.0,39.0,0%,0%,0.0,0,0%,0,0%,0,0
Kevin Borjas,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Kevin Holland,2025-08-04,N/A,N/A,N/A,,42.0,0%,0%,0.0,0,0%,0,0%,0,0
Kevin Vallejos,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Khamzat Chimaev,2025-08-04,N/A,N/A,N/A,4.0,30.0,0%,0%,0.0,0,0%,0,0%,0,0
Khaos Williams,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Kiefer Crosbie,2025-08-04,N/A,N/A,N/A,1.0,5.0,0%,0%,0.0,0,0%,0,0%,0,0
King Green ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kiru Sahota ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kitt Campbell,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Klaudia Syguła,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Kody Steele,2025-08-04,N/A,N/A,N/A,1.0,7.0,0%,0%,0.0,0,0%,0,0%,0,0
Kris Moutinho,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Kurt Holobaugh,2025-08-04,N/A,N/A,N/A,2.0,15.0,0%,0%,0.0,0,0%,0,0%,0,0
Kuya Ito ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Kyler Phillips,2025-08-04,N/A,N/A,N/A,14.0,42.0,0%,0%,0.0,0,0%,0,0%,0,0
Kyle Nelson,2025-08-04,N/A,N/A,N/A,2.0,34.0,0%,0%,0.0,0,0%,0,0%,0,0
Kyle Prepolec,2025-08-04,N/A,N/A,N/A,,4.0,0%,0%,0.0,0,0%,0,0%,0,0
Lando Vannata,2025-08-04,N/A,N/A,N/A,6.0,29.0,0%,0%,0.0,0,0%,0,0%,0,0
Lauren Murphy,2025-08-04,N/A,N/A,N/A,6.0,65.0,0%,0%,0.0,0,0%,0,0%,0,0
Lawrence Lui ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Leon Edwards,2025-08-04,N/A,N/A,N/A,12.0,72.0,0%,0%,0.0,0,0%,0,0%,0,0
Lerone Murphy,2025-08-04,N/A,N/A,N/A,,24.0,0%,0%,0.0,0,0%,0,0%,0,0
Light Heavyweight ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Li Jingliang,2025-08-04,N/A,N/A,N/A,8.0,36.0,0%,0%,0.0,0,0%,0,0%,0,0
Loik Radzhabov,2025-08-04,N/A,N/A,N/A,11.0,26.0,0%,0%,0.0,0,0%,0,0%,0,0
Loma Lookboonmee,2025-08-04,N/A,N/A,N/A,1.0,33.0,0%,0%,0.0,0,0%,0,0%,0,0
Loopy Godinez,2025-08-04,N/A,N/A,N/A,15.0,78.0,0%,0%,0.0,0,0%,0,0%,0,0
Luana Carolina,2025-08-04,N/A,N/A,N/A,,8.0,0%,0%,0.0,0,0%,0,0%,0,0
Luana Pinheiro,2025-08-04,N/A,N/A,N/A,7.0,37.0,0%,0%,0.0,0,0%,0,0%,0,0
Luana Santos,2025-08-04,N/A,N/A,N/A,,12.0,0%,0%,0.0,0,0%,0,0%,0,0
Luan Lacerda,2025-08-04,N/A,N/A,N/A,1.0,8.0,0%,0%,0.0,0,0%,0,0%,0,0
Lucas Almeida,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Lucas Rocha,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Ludovit Klein,2025-08-04,N/A,N/A,N/A,4.0,27.0,0%,0%,0.0,0,0%,0,0%,0,0
Luis Gurule,2025-08-04,N/A,N/A,N/A,1.0,6.0,0%,0%,0.0,0,0%,0,0%,0,0
Lukasz Brzeski,2025-08-04,N/A,N/A,N/A,,6.0,0%,0%,0.0,0,0%,0,0%,0,0
Lyman Good,2025-08-04,N/A,N/A,N/A,1.0,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Mackenzie Dern,2025-08-04,N/A,N/A,N/A,1.0,68.0,0%,0%,0.0,0,0%,0,0%,0,0
Macy Chiasson,2025-08-04,N/A,N/A,N/A,,48.0,0%,0%,0.0,0,0%,0,0%,0,0
Magomed Ankalaev,2025-08-04,N/A,N/A,N/A,,44.0,0%,0%,0.0,0,0%,0,0%,0,0
Mairon Santos ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Malcolm Wellmaker,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Mandel Nallo ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Manel Kape,2025-08-04,N/A,N/A,N/A,2.0,10.0,0%,0%,0.0,0,0%,0,0%,0,0
Manolo Zecchini,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Manon Fiorot,2025-08-04,N/A,N/A,N/A,1.0,29.0,0%,0%,0.0,0,0%,0,0%,0,0
Mansher Khera ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Manuel Torres,2025-08-04,N/A,N/A,N/A,,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Marcin Prachnio,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Marcin Tybura,2025-08-04,N/A,N/A,N/A,11.0,68.0,0%,0%,0.0,0,0%,0,0%,0,0
Marco Tulio,2025-08-04,N/A,N/A,N/A,,10.0,0%,0%,0.0,0,0%,0,0%,0,0
Mario Bautista,2025-08-04,N/A,N/A,N/A,1.0,39.0,0%,0%,0.0,0,0%,0,0%,0,0
Mario Pinto,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Mark Choinski,2025-08-04,N/A,N/A,N/A,2.0,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Marlon Vera,2025-08-04,N/A,N/A,N/A,,28.0,0%,0%,0.0,0,0%,0,0%,0,0
Marnic Mann,2025-08-04,N/A,N/A,N/A,,15.0,0%,0%,0.0,0,0%,0,0%,0,0
Martin Buday,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Marvin Vettori,2025-08-04,N/A,N/A,N/A,7.0,62.0,0%,0%,0.0,0,0%,0,0%,0,0
Maryna Moroz,2025-08-04,N/A,N/A,N/A,1.0,29.0,0%,0%,0.0,0,0%,0,0%,0,0
Mason Jones,2025-08-04,N/A,N/A,N/A,11.0,36.0,0%,0%,0.0,0,0%,0,0%,0,0
Mateusz Gamrot,2025-08-04,N/A,N/A,N/A,12.0,133.0,0%,0%,0.0,0,0%,0,0%,0,0
Mateusz Rębecki,2025-08-04,N/A,N/A,N/A,3.0,20.0,0%,0%,0.0,0,0%,0,0%,0,0
Matheus Camilo,2025-08-04,N/A,N/A,N/A,2.0,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Matt Brown,2025-08-04,N/A,N/A,N/A,23.0,66.0,0%,0%,0.0,0,0%,0,0%,0,0
Matt Frevola,2025-08-04,N/A,N/A,N/A,,38.0,0%,0%,0.0,0,0%,0,0%,0,0
Matt Schnell,2025-08-04,N/A,N/A,N/A,1.0,10.0,0%,0%,0.0,0,0%,0,0%,0,0
Mauricio Ruffy,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Max Griffin,2025-08-04,N/A,N/A,N/A,9.0,49.0,0%,0%,0.0,0,0%,0,0%,0,0
Max Holloway,2025-08-04,N/A,N/A,N/A,4.0,15.0,0%,0%,0.0,0,0%,0,0%,0,0
Maycee Barber,2025-08-04,N/A,N/A,N/A,1.0,32.0,0%,0%,0.0,0,0%,0,0%,0,0
Mayra Bueno Silva,2025-08-04,N/A,N/A,N/A,,17.0,0%,0%,0.0,0,0%,0,0%,0,0
Melissa Gatto,2025-08-04,N/A,N/A,N/A,1.0,21.0,0%,0%,0.0,0,0%,0,0%,0,0
Melissa Martinez,2025-08-04,N/A,N/A,N/A,1.0,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Melissa Mullins,2025-08-04,N/A,N/A,N/A,,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Melquizael Costa,2025-08-04,N/A,N/A,N/A,,26.0,0%,0%,0.0,0,0%,0,0%,0,0
Melsik Baghdasaryan,2025-08-04,N/A,N/A,N/A,,2.0,0%,0%,0.0,0,0%,0,0%,0,0
Merab Dvalishvili,2025-08-04,N/A,N/A,N/A,17.0,272.0,0%,0%,0.0,0,0%,0,0%,0,0
Michael Chandler,2025-08-04,N/A,N/A,N/A,1.0,34.0,0%,0%,0.0,0,0%,0,0%,0,0
Michael Chiesa,2025-08-04,N/A,N/A,N/A,17.0,86.0,0%,0%,0.0,0,0%,0,0%,0,0
Michael Johnson,2025-08-04,N/A,N/A,N/A,8.0,36.0,0%,0%,0.0,0,0%,0,0%,0,0
Michael Morales,2025-08-04,N/A,N/A,N/A,,12.0,0%,0%,0.0,0,0%,0,0%,0,0
Michael Page,2025-08-04,N/A,N/A,N/A,,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Michal Oleksiejczuk,2025-08-04,N/A,N/A,N/A,2.0,16.0,0%,0%,0.0,0,0%,0,0%,0,0
Michel Pereira,2025-08-04,N/A,N/A,N/A,,21.0,0%,0%,0.0,0,0%,0,0%,0,0
Mickey Gall,2025-08-04,N/A,N/A,N/A,4.0,25.0,0%,0%,0.0,0,0%,0,0%,0,0
Mick Parkin,2025-08-04,N/A,N/A,N/A,,13.0,0%,0%,0.0,0,0%,0,0%,0,0
Miesha Tate,2025-08-04,N/A,N/A,N/A,14.0,120.0,0%,0%,0.0,0,0%,0,0%,0,0
Mike Davis,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Mike Malott,2025-08-04,N/A,N/A,N/A,,16.0,0%,0%,0.0,0,0%,0,0%,0,0
Miles Johns,2025-08-04,N/A,N/A,N/A,1.0,44.0,0%,0%,0.0,0,0%,0,0%,0,0
Miranda Maverick,2025-08-04,N/A,N/A,N/A,8.0,57.0,0%,0%,0.0,0,0%,0,0%,0,0
Mitch Ramirez,2025-08-04,N/A,N/A,N/A,,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Mitch Raposo,2025-08-04,N/A,N/A,N/A,1.0,24.0,0%,0%,0.0,0,0%,0,0%,0,0
Modestas Bukauskas,2025-08-04,N/A,N/A,N/A,,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Mohammad Yahya,2025-08-04,N/A,N/A,N/A,1.0,5.0,0%,0%,0.0,0,0%,0,0%,0,0
Mohammed Usman,2025-08-04,N/A,N/A,N/A,,21.0,0%,0%,0.0,0,0%,0,0%,0,0
Montel Jackson,2025-08-04,N/A,N/A,N/A,2.0,43.0,0%,0%,0.0,0,0%,0,0%,0,0
Montserrat Conejo Ruiz ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Montserrat Rendon,2025-08-04,N/A,N/A,N/A,3.0,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Morgan Charriere,2025-08-04,N/A,N/A,N/A,,15.0,0%,0%,0.0,0,0%,0,0%,0,0
Movsar Evloev,2025-08-04,N/A,N/A,N/A,5.0,87.0,0%,0%,0.0,0,0%,0,0%,0,0
Mridul Saikia ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Muhammad Naimov,2025-08-04,N/A,N/A,N/A,,25.0,0%,0%,0.0,0,0%,0,0%,0,0
Muin Gafurov,2025-08-04,N/A,N/A,N/A,,23.0,0%,0%,0.0,0,0%,0,0%,0,0
Muslim Salikhov,2025-08-04,N/A,N/A,N/A,,28.0,0%,0%,0.0,0,0%,0,0%,0,0
Myktybek Orolbai,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Namsrai Batbayar ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Nasrat Haqparast,2025-08-04,N/A,N/A,N/A,1.0,20.0,0%,0%,0.0,0,0%,0,0%,0,0
Nassourdine Imavov,2025-08-04,N/A,N/A,N/A,2.0,28.0,0%,0%,0.0,0,0%,0,0%,0,0
Natalia Silva,2025-08-04,N/A,N/A,N/A,2.0,8.0,0%,0%,0.0,0,0%,0,0%,0,0
Nate Landwehr,2025-08-04,N/A,N/A,N/A,,12.0,0%,0%,0.0,0,0%,0,0%,0,0
Nathaniel Wood,2025-08-04,N/A,N/A,N/A,,31.0,0%,0%,0.0,0,0%,0,0%,0,0
Nathan Fletcher,2025-08-04,N/A,N/A,N/A,4.0,13.0,0%,0%,0.0,0,0%,0,0%,0,0
Navajo Stirling,2025-08-04,N/A,N/A,N/A,,10.0,0%,0%,0.0,0,0%,0,0%,0,0
Nazim Sadykhov,2025-08-04,N/A,N/A,N/A,1.0,9.0,0%,0%,0.0,0,0%,0,0%,0,0
Neemias Santana ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Neil Magny,2025-08-04,N/A,N/A,N/A,41.0,153.0,0%,0%,0.0,0,0%,0,0%,0,0
Nick Diaz,2025-08-04,N/A,N/A,N/A,14.0,85.0,0%,0%,0.0,0,0%,0,0%,0,0
Nick Klein,2025-08-04,N/A,N/A,N/A,1.0,10.0,0%,0%,0.0,0,0%,0,0%,0,0
Nicolae Negumereanu,2025-08-04,N/A,N/A,N/A,,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Nicolas Dalby,2025-08-04,N/A,N/A,N/A,8.0,43.0,0%,0%,0.0,0,0%,0,0%,0,0
Nicolle Caliari,2025-08-04,N/A,N/A,N/A,3.0,25.0,0%,0%,0.0,0,0%,0,0%,0,0
Nikita Krylov,2025-08-04,N/A,N/A,N/A,1.0,50.0,0%,0%,0.0,0,0%,0,0%,0,0
Nikolas Motta,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Nikolay Veretennikov,2025-08-04,N/A,N/A,N/A,,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Niko Price,2025-08-04,N/A,N/A,N/A,4.0,39.0,0%,0%,0.0,0,0%,0,0%,0,0
Nora Cornolle,2025-08-04,N/A,N/A,N/A,,9.0,0%,0%,0.0,0,0%,0,0%,0,0
Norma Dumont,2025-08-04,N/A,N/A,N/A,5.0,30.0,0%,0%,0.0,0,0%,0,0%,0,0
Nursulton Ruziboev,2025-08-04,N/A,N/A,N/A,1.0,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Nurullo Aliev,2025-08-04,N/A,N/A,N/A,3.0,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Nyamjargal Tumendemberel,2025-08-04,N/A,N/A,N/A,,16.0,0%,0%,0.0,0,0%,0,0%,0,0
Oban Elliott,2025-08-04,N/A,N/A,N/A,3.0,18.0,0%,0%,0.0,0,0%,0,0%,0,0
Ode Osbourne,2025-08-04,N/A,N/A,N/A,,21.0,0%,0%,0.0,0,0%,0,0%,0,0
Ottman Azaitar,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Oumar Sy,2025-08-04,N/A,N/A,N/A,2.0,15.0,0%,0%,0.0,0,0%,0,0%,0,0
Ozzy Diaz,2025-08-04,N/A,N/A,N/A,,1.0,0%,0%,0.0,0,0%,0,0%,0,0
Paddy Pimblett,2025-08-04,N/A,N/A,N/A,,14.0,0%,0%,0.0,0,0%,0,0%,0,0
Patchy Mix ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Patricio Pitbull,2025-08-04,N/A,N/A,N/A,1.0,24.0,0%,0%,0.0,0,0%,0,0%,0,0
Pat Sabatini,2025-08-04,N/A,N/A,N/A,6.0,41.0,0%,0%,0.0,0,0%,0,0%,0,0
Paulo Costa,2025-08-04,N/A,N/A,N/A,,6.0,0%,0%,0.0,0,0%,0,0%,0,0
Paul Craig,2025-08-04,N/A,N/A,N/A,3.0,83.0,0%,0%,0.0,0,0%,0,0%,0,0
Payton Talbott,2025-08-04,N/A,N/A,N/A,,4.0,0%,0%,0.0,0,0%,0,0%,0,0
Pedro Munhoz,2025-08-04,N/A,N/A,N/A,7.0,50.0,0%,0%,0.0,0,0%,0,0%,0,0
Pete Rodriguez,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Petr Yan,2025-08-04,N/A,N/A,N/A,,56.0,0%,0%,0.0,0,0%,0,0%,0,0
Phil Rowe,2025-08-04,N/A,N/A,N/A,2.0,11.0,0%,0%,0.0,0,0%,0,0%,0,0
Piera Rodriguez,2025-08-04,N/A,N/A,N/A,3.0,41.0,0%,0%,0.0,0,0%,0,0%,0,0
Polyana Viana,2025-08-04,N/A,N/A,N/A,2.0,12.0,0%,0%,0.0,0,0%,0,0%,0,0
Preston Parsons,2025-08-04,N/A,N/A,N/A,,41.0,0%,0%,0.0,0,0%,0,0%,0,0
Priscila Cachoeira,2025-08-04,N/A,N/A,N/A,,3.0,0%,0%,0.0,0,0%,0,0%,0,0
Puja Tomar,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Punahele Soriano,2025-08-04,N/A,N/A,N/A,,16.0,0%,0%,0.0,0,0%,0,0%,0,0
Quang Le,2025-08-04,N/A,N/A,N/A,2.0,20.0,0%,0%,0.0,0,0%,0,0%,0,0
Quillan Salkilld,2025-08-04,N/A,N/A,N/A,,45.0,0%,0%,0.0,0,0%,0,0%,0,0
Radley Da Silva ufc,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Rafael Cerqueira,2025-08-04,N/A,N/A,N/A,,,0%,0%,0.0,0,0%,0,0%,0,0
Rafael Dos Anjos,2025-08-04,N/A,N/A,N/A,45.0,191.0,0%,0%,0.0,0,0%,0,0%,0,0
Rafael Estevam,2025-08-04,N/A,N/A,N/A,3.0,45.0,0%,0%,0.0,0,0%,0,0%,0,0
Rafael Fiziev,2025-08-04,N/A,N/A,N/A,,11.0,0%,0%,0.0,0,0%,0,0%,0,0
